cdCartaConsulta,nmProjeto,sgProjeto,nmSetor,nmSujeito,Regiao,nmUnidadeFederal,nmAbrangenciaNacional,TipoFinanciamento,sgFonte,VlDolar,CpVlDolar,sgMoeda,deFase,dtRecebimento,dtValidadeRecomendacao,dtReuniaoNegociacao,dtAprovDiretoria,dtAprovacaoSenado,nuResolucaoSenado,dtAssinatura,nuoperacao,dtPrimeiraAmortizacao,dtUltimaAmortizacao,dtUltimoDesembolsoOriginal,dtUltimoDesembolsoVigente,ano_recebimento
60371,PROJETO ALFA/PROJECT ALFA,,,INSTITUTO INTERNACIONAL PARA SUSTENTABILIDADE - IIS,SUDESTE,Estado do Rio de Janeiro,Federal,OUTROS,Ch_Inst,750000000.0,200000000.0,US$,Arquivado,2017-07-03 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2017
60371,PROJETO ALFA/PROJECT ALFA,,,INSTITUTO INTERNACIONAL PARA SUSTENTABILIDADE - IIS,SUDESTE,Estado do Rio de Janeiro,Federal,OUTROS,Ch_Inst,750000000.0,250000000.0,US$,Arquivado,2017-07-03 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2017
12761,PROGRAMA DE DESENVOLVIMENTO DO TURISMO NACIONAL - PRODETUR NACIONAL GOIÂNIA,PRODETUR NACIONAL GOIÂNIA,COMÉRCIO E SERVIÇOS (TURISMO),AAA,CENTRO OESTE,Distrito Federal,Municipal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,25000000.0,25000000.0,US$,Arquivado,2008-08-14 00:00:00,2013-07-27 00:00:00,,,,,,,,,,,2008
59718,APOIO À EXECUÇÃO DA ESTRATÉGIA NACIONAL DE SIMPLIFICAÇÃO DO COMÉRCIO EXTERIOR,DOAÇÃO PRODEV  ABDI,FORTALECIMENTO INSTITUCIONAL,AGÊNCIA BRASILEIRA DE DESENVOLVIMENTO INDUSTRIAL - ABDI,NACIONAL,Distrito Federal,Federal,DOAÇÕES,BID/PRODEV,495500.0,0.0,US$,Arquivado,2009-09-04 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2009
61246,PROGRAMA NOVO SEGURO DE CRÉDITO À EXPORTAÇÃO (NSCE) DA ABGF,NSCE,FORTALECIMENTO INSTITUCIONAL,AGÊNCIA BRASILEIRA GESTORA DE FUNDOS GARANTIDORES E GARANTIAS S.A.,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,300000000.0,0.0,US$,Em preparação,2024-11-05 00:00:00,2026-12-18 00:00:00,,,,,,,,,,,2024
58612,PROJETO PILOTO DE ASSENTAMENTO PRIVADO,ASSENTAMENTO PRIVADO,FORTALECIMENTO INSTITUCIONAL,AGÊNCIA DE DESENVOLVIMENTO DO MATO GROSSO DO SUL,CENTRO OESTE,Estado do Mato Grosso do Sul,Estadual,DOAÇÕES,BID/FUMIN,690000.0,690000.0,US$,Arquivado,1999-03-02 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1999
60890,PROGRAMA DE FINANCIAMENTO PARA A RECUPERAÇÃO PRODUTIVA E SUSTENTÁVEL DAS MPMES EM SANTA CATARINA,Financiamento a MPMEs em Santa Catarina,CRÉDITO,AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S/A - BADESC,SUL,Estado de Santa Catarina,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,50000000.0,0.0,US$,Aguardando Assinatura,2022-08-16 00:00:00,2024-11-11 00:00:00,2023-10-16,,,,,,,,,,2022
60672,PROGRAMA DESENVOLVE SP - INFRAESTRUTURAS SUSTENTÁVEIS,Desenvolve SP - Infra. Sustentáveis,CRÉDITO,AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO - DESENVOLVE SP,SUDESTE,Estado de São Paulo,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,110000000.0,0.0,US$,Aguardando Assinatura,2021-09-27 00:00:00,2023-11-08 00:00:00,2022-09-16,,,,,,,,,,2021
60672,PROGRAMA DESENVOLVE SP - INFRAESTRUTURAS SUSTENTÁVEIS,Desenvolve SP - Infra. Sustentáveis,CRÉDITO,AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO - DESENVOLVE SP,SUDESTE,Estado de São Paulo,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,NDB,90000000.0,0.0,US$,Aguardando Assinatura,2021-09-27 00:00:00,2022-02-06 00:00:00,2020-12-10,2022-03-22,,,,,,,,,2021
60743,NOVOS INSTRUMENTOS DE FINANCIAMENTO DE INOVAÇÃO PARA O ESTADO DE SÃO PAULO,Inova SP,CRÉDITO,AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO - DESENVOLVE SP,SUDESTE,Estado de São Paulo,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,195000000.0,0.0,US$,Aguardando Assinatura,2020-11-26 00:00:00,2022-12-30 00:00:00,2021-11-22,,,,,,,,,,2020
57987,PLANO ESTRAT. DE REC. HÍDRICOS DA BACIA HIDROG. DOS RIOS TOCANTINS E ARAGUAIA,DOAÇÃO ANA,MEIO AMBIENTE,AGÊNCIA NACIONAL DE ÁGUAS - ANA,NACIONAL,Distrito Federal,Federal,DOAÇÕES,BID/JSF,960000.0,240000.0,US$,Arquivado,2002-09-19 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2002
58975,PLANO ESTRAT. DE REC. HÍD. DA BACIA HIDROGRÁFICA DOS RIOS ARAGUAIA-TOCANTINS,DOAÇÃO RIO ARAGUAIA,MEIO AMBIENTE,AGÊNCIA NACIONAL DE ÁGUAS - ANA,NACIONAL,Distrito Federal,Federal,DOAÇÕES,BID/INWAP,110000.0,20000.0,US$,Arquivado,2003-04-22 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2003
59028,INTEGRATED AND SUSTAINABLE MANAGEMENT OF TRANSBOUNDARY WATER RESOURCES IN THE AMAZON RIVER BASIN CONSIDERING CLIMATE VARIABILITY AND CHANGE (PROJETO REGIONAL),GEF-AMAZONAS,MEIO AMBIENTE,AGÊNCIA NACIONAL DE ÁGUAS - ANA,NACIONAL,Distrito Federal,Federal,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF/PNUMA,0.0,0.0,US$,Finalizada,2007-09-14 00:00:00,1900-01-01 00:00:00,,2009-10-05,,,2010-09-07,00,2014-09-30 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,2014-09-30 00:00:00,2007
59031,IMPLEMENT. DO PROG. DE AÇÃO ESTRAT. (SAP) P/O PROJ. DA BACIA SÃO FRANCISCO E SU,SAP - RIO SÃO FRANCISCO,MEIO AMBIENTE,AGÊNCIA NACIONAL DE ÁGUAS - ANA,NACIONAL,Distrito Federal,Federal,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF/PNUMA,9000000.0,30000000.0,US$,Arquivado,2003-09-11 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2003
60564,"FORTALECIMENTO DA GESTÃO INTEGRADA DE RECURSOS HÍDRICOS COM FOCO NA IMPLEMENTAÇÃO DO PLANO DE RECURSOS HÍDRICOS DA BACIA DO ALTO PARAGUAI, CONTRIBUINDO PARA A SOLUÇÃO DE CONFLITOS E A CONSERVAÇÃO DOS RECURSOS HÍDRICOS NO PANTANAL.",GEF Alto Paraguai,MEIO AMBIENTE,AGÊNCIA NACIONAL DE ÁGUAS - ANA,NACIONAL,Distrito Federal,Federal,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF,8505000.0,0.0,US$,Arquivado,2018-09-27 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2018
60698,"COOPERAÇÃO TRANSFRONTEIRIÇA PARA CONSERVAÇÃO, DESENVOLVIMENTO SUSTENTÁVEL E GESTÃO INTEGRADA DA BACIA HIDROGRÁFICA DO ALTO PARAGUAI, COM ÊNFASE NO PANTANAL.",GEF Alto Paraguai ,MEIO AMBIENTE,AGÊNCIA NACIONAL DE ÁGUAS - ANA,NACIONAL,Distrito Federal,Federal,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF,17380050.0,0.0,US$,Em preparação,2020-03-12 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2020
60955,EM DIREÇÃO DE UMA MELHOR COMPREENSÃO DOS SISTEMAS AQUÍFEROS AMAZÔNICOS PARA SUA PROTEÇÃO E GESTÃO SUSTENTÁVEL,GEF Águas Subterrâneas,,AGÊNCIA NACIONAL DE ÁGUAS - ANA,NACIONAL,Distrito Federal,Federal,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF,20317500.0,0.0,US$,Em preparação,2022-09-16 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2022
60545,SATÉLITE ATMOSFÉRICO DE GRANDES ALTITUDES,,,AIRSHIP DO BRASIL,SUDESTE,Estado de São Paulo,Federal,OUTROS,Ch_Inst,,,US$,Arquivado,2018-09-05 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2018
59188,GVEP BRAZIL GUARANTEE AND ENTERPRISE INCUBATION FACILITY,GVEP,MEIO AMBIENTE,ASSOCIAÇÃO GENTE DO BRASIL,NACIONAL,Distrito Federal,Federal,CONTRIBUIÇÃO FINANCEIRA NÃO REEMBOLSÁVEL GEF,GEF/PNUD,25000.0,25000.0,US$,Arquivado,2005-05-16 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2005
61208,PROGRAMA DE FINANCIAMENTO PARA RECUPERAÇÃO RESILIENTE E SUSTENTABILIDADE DAS MPMES DO RIO GRANDE DO SUL,RECONSTRUIR RS - MPMEs,CRÉDITO,BADESUL DESENVOLVIMENTO S.A. - AGENCIA DE FOMENTO/RS,SUL,Estado do Rio Grande do Sul,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,200000000.0,0.0,US$,Aguardando Cofiex,2024-07-31 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2024
61256,PROMUR-RS (PROGRAMA DE APOIO À RECUPERAÇÃO MUNICIPAL DO RIO GRANDE DO SUL),PROMUR-RS (Programa Municipal de Recuperação),,BADESUL DESENVOLVIMENTO S.A. - AGENCIA DE FOMENTO/RS,SUL,Estado do Rio Grande do Sul,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,AIIB,150000000.0,0.0,US$,Encaminhada,2024-10-14 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2024
60517,PEDRA DE FERRO,,,BAHIA MINERAÇÃO S.A.,NACIONAL,Estado da Bahia,Federal,OUTROS,Debt Investment,1600214616.0,0.0,US$,Arquivado,2018-07-20 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2018
60517,PEDRA DE FERRO,,,BAHIA MINERAÇÃO S.A.,NACIONAL,Estado da Bahia,Federal,OUTROS,Equity Investment ,400053654.0,0.0,US$,Arquivado,2018-07-20 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2018
59181,PROGRAMA DE SUSTENTABILIDADE AMBIENTAL PARA A AMAZÔNIA - AMAZÔNIA VERDE,AMAZÔNIA VERDE,ENCARGOS ESPECIAIS,BANCO DA AMAZÔNIA S/A - BASA,NORTE,Estado do Amazonas,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,JBIC,72900000.0,35100000.0,US$,Arquivado,2005-05-13 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2005
60410,TESTE ALOÍSIO 14 JUL,,,BANCO DA AMAZÔNIA S/A - BASA,NACIONAL,Estado do Amazonas,Federal,OUTROS,Ch_Inst,,,R$,Arquivado,2017-07-14 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2017
60910,PROGRAMA DE FOMENTO À BIOECONOMIA DO BANCO DA AMAZÔNIA,BioAmazônia,CRÉDITO,BANCO DA AMAZÔNIA S/A - BASA,NACIONAL,Estado do Amazonas,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,75000000.0,0.0,US$,Em preparação,2022-08-09 00:00:00,2024-09-26 00:00:00,,,,,,,,,,,2022
60910,PROGRAMA DE FOMENTO À BIOECONOMIA DO BANCO DA AMAZÔNIA,BioAmazônia,CRÉDITO,BANCO DA AMAZÔNIA S/A - BASA,NACIONAL,Estado do Amazonas,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,GCF,75000000.0,0.0,US$,Em preparação,2022-08-09 00:00:00,2024-09-26 00:00:00,,,,,,,,,,,2022
61072,PROGRAMA DE FOMENTO A ENERGIA SUSTENTÁVEL NA AMAZÔNIA,Pro Energia Amazônia ,CRÉDITO,BANCO DA AMAZÔNIA S/A - BASA,NACIONAL,Estado do Amazonas,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,100000000.0,0.0,US$,Em preparação,2024-01-25 00:00:00,2026-03-18 00:00:00,,,,,,,,,,,2024
59549,DOAÇÃO - PROGRAMA DE RESÍDUOS SÓLIDOS URBANOS - BDMG,DOAÇÃO RESÍD.SÓLIDOS URBANOS-BDMG,MEIO AMBIENTE,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S/A - BDMG,SUDESTE,Estado de Minas Gerais,Estadual,DOAÇÕES,BID/JSF,320000.0,80000.0,US$,Finalizada,2008-03-17 00:00:00,2010-04-03 00:00:00,,2008-04-01,,,2009-04-24,BR-T1106,,2012-04-24 00:00:00,2010-04-24 00:00:00,2012-04-24 00:00:00,2008
59550,DOAÇÃO - MODELAGEM DO FUNDO GARANTIDOR DA PPP'S DE MINAS GERAIS,DOAÇÃO PPP´s - MG,FORTALECIMENTO INSTITUCIONAL,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S/A - BDMG,SUDESTE,Estado de Minas Gerais,Estadual,DOAÇÕES,BID/JSF,160000.0,40000.0,US$,Arquivado,2008-03-17 00:00:00,1900-01-01 00:00:00,,,,,,0000,,,,,2008
59551,DOAÇÃO - IDENTIFICAÇÃO DE PROJETOS PARA O DESENVOLVIMENTO SUSTENTÁVEL EM MG,Doação BID BDMG,MEIO AMBIENTE,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S/A - BDMG,SUDESTE,Estado de Minas Gerais,Estadual,DOAÇÕES,BID/JSF,160000.0,40000.0,US$,Finalizada,2008-03-17 00:00:00,1900-01-01 00:00:00,,2008-06-25,,,2008-09-14,BR-T1103,2010-02-28 00:00:00,2010-02-28 00:00:00,2010-02-28 00:00:00,2010-02-28 00:00:00,2008
59643,DOAÇÃO - IMPLANTAÇÃO DE SISTEMAS ADEQUADOS DE TRATAMENTO E/OU DISPOSIÇÃO DE RESÍDUOS SÓLIDOS URBANOS NO ESTADO DE MINAS GERAIS,DOAÇÃO GIRSU -  MG,DESENVOLVIMENTO URBANO E MOBILIDADE,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S/A - BDMG,SUDESTE,Estado de Minas Gerais,Estadual,DOAÇÕES,BID,3000000.0,3000000.0,US$,Arquivado,2008-12-01 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2008
59970,REFORCO AO APOIO FINANCEIRO PARA A INFRAESTRUTURA DOS MUNICIPIOS DE MINAS GERAIS (NOVO SOMMA),Novo Somma,,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S/A - BDMG,SUDESTE,Estado de Minas Gerais,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,AFD,22374350.0,0.0,€,Arquivado,2013-07-17 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2013
60305,BRAZIL CLIMATE ACTION FL I (BDMG),BCA BDMG,ENERGIA,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S/A - BDMG,SUDESTE,Estado de Minas Gerais,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BEI,,0.0,€,Arquivado,2016-10-25 00:00:00,2018-12-26 00:00:00,,,,,,,,,,,2016
60950,PROGRAMA DE FINANCIAMENTO À INFRAESTRUTURA E AO DESENVOLVIMENTO SUSTENTÁVEL NO ESTADO DE MINAS GERAIS,BDMG INFRA ODS,CRÉDITO,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S/A - BDMG,SUDESTE,Estado de Minas Gerais,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,NDB,200000000.0,0.0,US$,Aguardando Assinatura,2022-09-02 00:00:00,2024-11-16 00:00:00,2023-11-10,,,,,,,,,,2022
61015,PROGRAMA MINAS PARA RESULTADOS: DESCARBONIZAÇÃO E RESILIÊNCIA CLIMÁTICA DA CARTEIRA DE CRÉDITO DO BANCO DE DESENVOLVIMENTO DE MINAS GERAIS,BDMG PBR,CRÉDITO,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S/A - BDMG,SUDESTE,Estado de Minas Gerais,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,100000000.0,0.0,US$,Em preparação,2023-10-20 00:00:00,2025-12-19 00:00:00,,,,,,,,,,,2023
61100,PROGRAMA DE FINANCIAMENTO À INFRAESTRUTURA URBANA E SOCIAL PARA OS MUNICÍPIOS DE MINAS GERAIS,BDMG CIDADES INFRA SOCIAL,CRÉDITO,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S/A - BDMG,SUDESTE,Estado de Minas Gerais,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,FONPLATA,50000000.0,0.0,US$,Aguardando Cofiex,2024-01-30 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2024
61102,PROGRAMA MINAS PARA RESULTADOS: DESCARBONIZAÇÃO E RESILIÊNCIA CLIMÁTICA DA CARTEIRA DE CRÉDITO DO BANCO DE DESENVOLVIMENTO DE MINAS GERAIS,BDMG PBR,MEIO AMBIENTE,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S/A - BDMG,SUDESTE,Estado de Minas Gerais,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,200000000.0,0.0,US$,Aguardando Cofiex,2024-02-02 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2024
61191,PROGRAMA DE FINANCIAMENTO À SUSTENTABILIDADE E ÀS MICRO E PEQUENAS EMPRESAS DO ESTADO DE MINAS GERAIS,BDMG SUSTENTABILIDADE E MPE,CRÉDITO,BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S/A - BDMG,SUDESTE,Estado de Minas Gerais,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BEI,176910750.0,0.0,€,Aguardando Cofiex,2024-07-29 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2024
60719,PROGRAMA GLOBAL DE CRÉDITO PARA A DEFESA DO SETOR PRODUTIVO E O EMPREGO NO ESTADO DO ESPÍRITO SANTO,PROES Emergencial,CRÉDITO,BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO SA - BANDES,SUDESTE,Estado do Espírito Santo,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,BID,30000000.0,0.0,US$,Em execução,2020-06-03 00:00:00,2022-07-01 00:00:00,2020-09-30,2020-07-23,2021-08-19,24/2021,2021-10-15,5138/OC-BR,2027-04-15 00:00:00,2046-10-15 00:00:00,2023-10-15 01:00:00,2025-10-15 00:00:00,2020
61045,PROGRAMA DE FINANCIAMENTO À INFRAESTRUTURA SUSTENTÁVEL NO ESTADO DO ESPÍRITO SANTO,BANDES INFRA SUSTENTÁVEL,CRÉDITO,BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO SA - BANDES,SUDESTE,Estado do Espírito Santo,Estadual,OPERAÇÃO DE CRÉDITO EXTERNO,NDB,50000000.0,0.0,US$,Em preparação,2023-10-11 00:00:00,2025-12-19 00:00:00,,,,,,,,,,,2023
58265,GRAIN STORAGE,ARMAZENAMENTO GRÃOS,AGRICULTURA,BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,30000000.0,0.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,,1972-09-05,,,1972-09-27,0857-0,1978-01-01 00:00:00,,,1979-12-31 00:00:00,1940
58421,PROJETOS DEMONSTRATIVOS TIPO A - PDA,PDA,MEIO AMBIENTE,BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,DOAÇÕES,PPG7,5400000.0,0.0,US$,Finalizada,1992-05-27 00:00:00,1900-01-01 00:00:00,,1994-10-31,,,1994-10-31,BIRD-26659,2003-12-31 00:00:00,2003-12-31 00:00:00,1999-12-31 00:00:00,2003-12-31 00:00:00,1992
58421,PROJETOS DEMONSTRATIVOS TIPO A - PDA,PDA,MEIO AMBIENTE,BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,DOAÇÕES,PPG7,4209120.0,0.0,€,Finalizada,1992-05-27 00:00:00,1900-01-01 00:00:00,,1994-10-31,,,1994-10-31,CEC-26655,2003-12-31 00:00:00,2003-12-31 00:00:00,1999-12-31 00:00:00,2003-12-31 00:00:00,1992
58421,PROJETOS DEMONSTRATIVOS TIPO A - PDA,PDA,MEIO AMBIENTE,BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,DOAÇÕES,PPG7,,0.0,€,Finalizada,1992-05-27 00:00:00,1900-01-01 00:00:00,,1995-07-06,,,1995-07-06,KfW- 66335,,2006-12-30 00:00:00,2000-06-30 00:00:00,2006-12-30 00:00:00,1992
58421,PROJETOS DEMONSTRATIVOS TIPO A - PDA,PDA,MEIO AMBIENTE,BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,DOAÇÕES,PPG7,,0.0,€,Finalizada,1992-05-27 00:00:00,1900-01-01 00:00:00,,1998-07-01,,,1998-07-01,66335,,2008-06-30 00:00:00,2003-06-30 00:00:00,2008-06-30 00:00:00,1992
58421,PROJETOS DEMONSTRATIVOS TIPO A - PDA,PDA,MEIO AMBIENTE,BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,DOAÇÕES,PPG7,10000575.0,0.0,€,Finalizada,1992-05-27 00:00:00,1900-01-01 00:00:00,,1999-04-08,,,1999-04-08,FFEM,2005-12-31 00:00:00,2005-12-31 00:00:00,,2005-12-31 00:00:00,1992
58421,PROJETOS DEMONSTRATIVOS TIPO A - PDA,PDA,MEIO AMBIENTE,BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,DOAÇÕES,PPG7,,0.0,€,Finalizada,1992-05-27 00:00:00,1900-01-01 00:00:00,,2003-11-12,,,2003-11-12,66335,,2012-12-31 00:00:00,2006-12-31 00:00:00,2012-12-31 00:00:00,1992
58421,PROJETOS DEMONSTRATIVOS TIPO A - PDA,PDA,MEIO AMBIENTE,BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,DOAÇÕES,PPG7,,0.0,€,Finalizada,1992-05-27 00:00:00,1900-01-01 00:00:00,,2004-05-27,,,2004-05-27,66335,,2012-12-31 00:00:00,2008-12-31 00:00:00,2012-12-31 00:00:00,1992
58451,BANK LOAN (GLOBAL LOAN III),BANK LOAN-BCO.BRASIL,ENCARGOS ESPECIAIS,BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,JBIC,100000000.0,0.0,US$,Repagamento,1940-01-01 00:00:00,1900-01-01 00:00:00,,1995-01-01,,,1995-07-30,00,,,2013-01-01 00:00:00,2013-01-01 00:00:00,1940
58623,PROJETOS DEMONSTRATIVOS DOS POVOS INDÍGENAS,PDPI,MEIO AMBIENTE,BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,DOAÇÕES,WB-JG,495000.0,2500000.0,US$,Finalizada,1992-05-27 00:00:00,1900-01-01 00:00:00,,1999-11-19,,,1999-11-19,PHRD/BIRD,,2001-06-30 00:00:00,2000-12-31 00:00:00,2001-06-30 00:00:00,1992
58623,PROJETOS DEMONSTRATIVOS DOS POVOS INDÍGENAS,PDPI,MEIO AMBIENTE,BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,DOAÇÕES,PPG7,,2761000.0,€,Finalizada,1992-05-27 00:00:00,1900-01-01 00:00:00,,2004-02-27,,,2002-09-05,200065136,,2012-12-31 00:00:00,2006-12-31 00:00:00,2012-12-31 00:00:00,1992
58623,PROJETOS DEMONSTRATIVOS DOS POVOS INDÍGENAS,PDPI,MEIO AMBIENTE,BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,DOAÇÕES,PPG7,0.0,0.0,£,Finalizada,1992-05-27 00:00:00,1900-01-01 00:00:00,,2004-09-04,,,2004-09-04,DFID,,2007-09-04 00:00:00,2007-09-04 00:00:00,2007-09-04 00:00:00,1992
58648,PROGRAMA DE DESENVOLVIMENTO DO TURISMO NO SUL DO BRASIL - PRODETUR SUL,PRODETUR-SUL,COMÉRCIO E SERVIÇOS (TURISMO),BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,150000000.0,100000000.0,US$,Arquivado,1999-06-15 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,1999
59514,PROGRAMA DE APOIO AO DESENVOLVIMENTO DAS MICRO E PEQUENAS EMPRESAS BRASILEIRAS,MPE-Banco Brasil,ENCARGOS ESPECIAIS,BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,1500000000.0,1500000000.0,US$,Arquivado,2007-10-26 00:00:00,1900-01-01 00:00:00,,,,,,,,,,,2007
60308,PROGRAMA EFICIÊNCIA MUNICIPAL,Pró-Eficiência,CRÉDITO,BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,600000000.0,0.0,US$,Em execução,2017-08-11 00:00:00,2019-09-21 00:00:00,2018-10-23,2018-11-28,2019-11-07,39/2019,2020-05-27,4691/OC-BR,2025-11-15 00:00:00,2045-05-15 00:00:00,2025-05-27 00:00:00,2025-05-27 00:00:00,2017
60894,INICIATIVA DE FINANCIAMENTO CLIMÁTICO,Financiamento Climático,CRÉDITO,BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,500000000.0,0.0,US$,Aguardando Assinatura,2022-06-07 00:00:00,2024-09-26 00:00:00,2022-12-01,,,,,,,,,,2022
61033,PROGRAMA DE BIOECONOMIA E DESENVOLVIMENTO SUSTENTÁVEL DA AMAZÔNIA LEGAL DO BANCO DO BRASIL,PROGRAMA DE BIOECONOMIA BB PARA A AMAZÔNIA,MEIO AMBIENTE,BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BID,175000000.0,0.0,US$,Em preparação,2024-02-09 00:00:00,2026-03-18 00:00:00,,,,,,,,,,,2024
61033,PROGRAMA DE BIOECONOMIA E DESENVOLVIMENTO SUSTENTÁVEL DA AMAZÔNIA LEGAL DO BANCO DO BRASIL,PROGRAMA DE BIOECONOMIA BB PARA A AMAZÔNIA,MEIO AMBIENTE,BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,GCF,75000000.0,0.0,US$,Em preparação,2024-02-09 00:00:00,2026-03-18 00:00:00,,,,,,,,,,,2024
61095,"SOLUÇÕES SUSTENTÁVEIS PARA A BIOECONOMIA BRASILEIRA, RESTAURAÇÃO FLORESTAL E AGRICULTURA SUSTENTÁVEL DE BAIXO CARBONO, COM FOCO GEOGRÁFICO NOS BIOMAS AMAZÔNIA E CERRADO",Projeto BB para biomas Amazônia e Cerrado,CRÉDITO,BANCO DO BRASIL S/A,NACIONAL,Distrito Federal,Federal,OPERAÇÃO DE CRÉDITO EXTERNO,BIRD,400000000.0,0.0,US$,Em preparação,2024-08-02 00:00:00,2026-10-08 00:00:00,,,,,,,,,,,2024
